PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,title
858,Survived,1,male,51.0,0,0,26.55,Southampton,Mr
859,Survived,3,female,24.0,0,3,19.2583,Cherbourg,Mrs
860, Not Survived,3,male,,0,0,7.2292,Cherbourg,Mr
861, Not Survived,3,male,41.0,2,0,14.1083,Southampton,Mr
862, Not Survived,2,male,21.0,1,0,11.5,Southampton,Mr
863,Survived,1,female,48.0,0,0,25.9292,Southampton,Mrs
864, Not Survived,3,female,,8,2,69.55,Southampton,Miss
865, Not Survived,2,male,24.0,0,0,13.0,Southampton,Mr
866,Survived,2,female,42.0,0,0,13.0,Southampton,Mrs
867,Survived,2,female,27.0,1,0,13.8583,Cherbourg,Miss
868, Not Survived,1,male,31.0,0,0,50.4958,Southampton,Mr
869, Not Survived,3,male,,0,0,9.5,Southampton,Mr
870,Survived,3,male,4.0,1,1,11.1333,Southampton,Master
871, Not Survived,3,male,26.0,0,0,7.8958,Southampton,Mr
872,Survived,1,female,47.0,1,1,52.5542,Southampton,Mrs
873, Not Survived,1,male,33.0,0,0,5.0,Southampton,Mr
874, Not Survived,3,male,47.0,0,0,9.0,Southampton,Mr
875,Survived,2,female,28.0,1,0,24.0,Cherbourg,Mrs
876,Survived,3,female,15.0,0,0,7.225,Cherbourg,Miss
877, Not Survived,3,male,20.0,0,0,9.8458,Southampton,Mr
878, Not Survived,3,male,19.0,0,0,7.8958,Southampton,Mr
879, Not Survived,3,male,,0,0,7.8958,Southampton,Mr
880,Survived,1,female,56.0,0,1,83.1583,Cherbourg,Mrs
881,Survived,2,female,25.0,0,1,26.0,Southampton,Mrs
882, Not Survived,3,male,33.0,0,0,7.8958,Southampton,Mr
883, Not Survived,3,female,22.0,0,0,10.5167,Southampton,Miss
884, Not Survived,2,male,28.0,0,0,10.5,Southampton,Mr
885, Not Survived,3,male,25.0,0,0,7.05,Southampton,Mr
886, Not Survived,3,female,39.0,0,5,29.125,Queenstown,Mrs
887, Not Survived,2,male,27.0,0,0,13.0,Southampton,Reverend
888,Survived,1,female,19.0,0,0,30.0,Southampton,Miss
889, Not Survived,3,female,,1,2,23.45,Southampton,Miss
890,Survived,1,male,26.0,0,0,30.0,Cherbourg,Mr
891, Not Survived,3,male,32.0,0,0,7.75,Queenstown,Mr
